year_month,sp_index,dividends,earnings,cpi,long_interest_rate
1871.01,4.440000000000,0.260000000000,0.400000000000,12.464061160000,5.320000000000
1871.02,4.500000000000,0.260000000000,0.400000000000,12.844641320000,5.323333333333
1871.03,4.610000000000,0.260000000000,0.400000000000,13.034971900000,5.326666666667
1871.04,4.740000000000,0.260000000000,0.400000000000,12.559226450000,5.330000000000
1871.05,4.860000000000,0.260000000000,0.400000000000,12.273811570000,5.333333333333
1871.06,4.820000000000,0.260000000000,0.400000000000,12.083480990000,5.336666666667
1871.07,4.730000000000,0.260000000000,0.400000000000,12.083480990000,5.340000000000
1871.08,4.790000000000,0.260000000000,0.400000000000,11.893231400000,5.343333333333
1871.09,4.840000000000,0.260000000000,0.400000000000,12.178646280000,5.346666666667
1871.1,4.590000000000,0.260000000000,0.400000000000,12.368895870000,5.350000000000
1871.11,4.640000000000,0.260000000000,0.400000000000,12.368895870000,5.353333333333
1871.12,4.740000000000,0.260000000000,0.400000000000,12.654391740000,5.356666666667
1872.01,4.860000000000,0.263300000000,0.402500000000,12.654391740000,5.360000000000
1872.02,4.880000000000,0.266700000000,0.405000000000,12.654391740000,5.378333333333
1872.03,5.040000000000,0.270000000000,0.407500000000,12.844641320000,5.396666666667
1872.04,5.180000000000,0.273300000000,0.410000000000,13.130137190000,5.415000000000
1872.05,5.180000000000,0.276700000000,0.412500000000,13.130137190000,5.433333333333
1872.06,5.130000000000,0.280000000000,0.415000000000,13.034971900000,5.451666666667
1872.07,5.100000000000,0.283300000000,0.417500000000,12.844641320000,5.470000000000
1872.08,5.040000000000,0.286700000000,0.420000000000,12.939806610000,5.488333333333
1872.09,4.950000000000,0.290000000000,0.422500000000,13.034971900000,5.506666666667
1872.1,4.970000000000,0.293300000000,0.425000000000,12.749476030000,5.525000000000
1872.11,4.950000000000,0.296700000000,0.427500000000,13.130137190000,5.543333333333
1872.12,5.070000000000,0.300000000000,0.430000000000,12.939806610000,5.561666666667
1873.01,5.110000000000,0.302500000000,0.432500000000,12.939806610000,5.580000000000
1873.02,5.150000000000,0.305000000000,0.435000000000,13.225221490000,5.570833333333
1873.03,5.110000000000,0.307500000000,0.437500000000,13.225221490000,5.561666666667
1873.04,5.040000000000,0.310000000000,0.440000000000,13.225221490000,5.552500000000
1873.05,5.050000000000,0.312500000000,0.442500000000,12.939806610000,5.543333333333
1873.06,4.980000000000,0.315000000000,0.445000000000,12.559226450000,5.534166666667
1873.07,4.970000000000,0.317500000000,0.447500000000,12.559226450000,5.525000000000
1873.08,4.970000000000,0.320000000000,0.450000000000,12.559226450000,5.515833333333
1873.09,4.590000000000,0.322500000000,0.452500000000,12.559226450000,5.506666666667
1873.1,4.190000000000,0.325000000000,0.455000000000,12.273811570000,5.497500000000
1873.11,4.040000000000,0.327500000000,0.457500000000,11.893231400000,5.488333333333
1873.12,4.420000000000,0.330000000000,0.460000000000,12.178646280000,5.479166666667
1874.01,4.660000000000,0.330000000000,0.460000000000,12.368895870000,5.470000000000
1874.02,4.800000000000,0.330000000000,0.460000000000,12.368895870000,5.436666666667
1874.03,4.730000000000,0.330000000000,0.460000000000,12.368895870000,5.403333333333
1874.04,4.600000000000,0.330000000000,0.460000000000,12.178646280000,5.370000000000
